zone,zone_key,tier,signal,available_from,historical_temporal_granularity,real_time_granularity,forecast_source,horizons,forecast_granularity
North Brazil,BR-N,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Brazil,BR-N,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Brazil,BR-N,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Brazil,BR-N,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Brazil,BR-N,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North-East Brazil,BR-NE,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
South Brazil,BR-S,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bahamas,BS,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Bhutan,BT,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Botswana,BW,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belarus,BY,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Belize,BZ,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Price Day Ahead,2017-04-24T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alberta,CA-AB,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
British Columbia,CA-BC,C,Total Reported Load,2019-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Manitoba,CA-MB,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New Brunswick,CA-NB,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Newfoundland and Labrador,CA-NL,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Nova Scotia,CA-NS,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Nova Scotia,CA-NS,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Nova Scotia,CA-NS,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Nova Scotia,CA-NS,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
